Tipo di attività,Data,Preferita,Titolo,Distanza,Calorie,Tempo,FC Media,FC max,TE attività aerobica,Cadenza di corsa media,Cadenza di corsa max,Passo medio,Passo migliore,Ascesa totale,Discesa totale,Lunghezza media passo,Rapporto verticale medio,Oscillazione verticale media,Tempo medio di contatto con il suolo,Training Stress Score®,Potenza media,Potenza max,Grit,Flow,Swolf medio,Frequenza media vogate,Ripetizioni totali,Tempo di immersione,Temperatura min,Intervallo di superficie,Decompressione,Tempo Lap migliore,Numero di Lap,Temperatura max,Frequenza respiratoria media,Frequenza respiratoria minima,Frequenza respiratoria massima,Variazione stress,Stress iniziale,Stress finale,Stress medio,Stress max,Tempo in movimento,Tempo trascorso,Quota minima,Quota massima
Camminata,2023-04-03 13:18:58,false,"Olgiate Olona Camminata","1,34","86","00:21:36","88","100","0,3","75","195","16:06","11:18","18","1","1,04","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:25.38","2","0,0","","","","","","","","","00:18:27","00:21:36","215","233"
Corsa,2023-04-02 11:33:32,false,"Milano - Maratona staffetta","6,51","507","00:37:20","179","191","5,0","170","193","5:44","3:51","13","10","1,03","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:03.00","8","0,0","","","","","","","","","00:37:20","00:37:20","123","139"
Camminata,2023-04-02 11:08:20,false,"Milano Camminata","0,75","69","00:07:57,9","133","143","1,2","114","234","10:39","7:40","","2","0,82","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","07:57.91","1","0,0","","","","","","","","","00:07:22","00:07:57,9","125","128"
Camminata,2023-04-01 17:28:38,false,"Olgiate Olona Camminata","5,02","334","00:46:14","123","151","2,1","118","244","9:13","5:47","30","32","0,92","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:09.65","6","0,0","","","","","","","","","00:45:41","00:46:14","221","233"
Corsa,2023-03-31 18:14:36,false,"Olgiate Olona Corsa","3,98","325","00:30:16","156","172","3,4","151","181","7:36","5:08","15","15","0,87","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","06:50.72","4","0,0","","","","","","","","","00:29:58","00:30:16","221","233"
Ciclismo,2023-03-28 17:41:19,false,"Olgiate Olona Ciclismo","15,82","345","00:49:47","118","148","2,1","","","19,1","45,7","74","74","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:17.48","4","0,0","","","","","","","","","00:47:26","00:49:47","228","269"
Corsa,2023-03-27 18:22:21,false,"Olgiate Olona - Corsa facile","4,65","361","00:37:39","144","157","2,8","156","168","8:05","7:19","15","16","0,79","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:31.10","7","0,0","","","","","","","","","00:37:37","00:37:39","221","233"
Corsa,2023-03-22 17:43:17,false,"Olgiate Olona Corsa","10,09","753","01:21:10","144","154","3,2","155","165","8:03","7:19","72","71","0,81","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:51.09","11","0,0","","","","","","","","","01:20:52","01:21:10","221","233"
Corsa,2023-03-20 12:37:26,false,"Olgiate Olona Corsa","7,28","558","00:56:24","150","164","3,1","153","165","7:45","4:49","46","47","0,84","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:33.25","8","0,0","","","","","","","","","00:56:21","00:56:24","221","233"
Corsa,2023-03-18 07:40:16,false,"Olgiate Olona - Corsa in progressione","7,14","536","00:50:00","150","178","3,7","162","191","7:00","4:51","78","78","0,88","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:44.12","9","0,0","","","","","","","","","00:49:59","00:50:00","221","233"
Corsa,2023-03-15 12:34:21,false,"Olgiate Olona - Corsa in progressione","6,04","485","00:40:00","162","185","4,0","165","185","6:37","5:05","60","59","0,91","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:10.24","7","0,0","","","","","","","","","00:39:59","00:40:00","221","233"
Corsa,2023-03-13 12:35:44,false,"Olgiate Olona Corsa","5,14","379","00:39:24","144","157","2,8","159","168","7:40","6:03","44","45","0,82","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:23.18","6","0,0","","","","","","","","","00:39:23","00:39:24","221","233"
Corsa,2023-03-08 12:33:33,false,"Olgiate Olona - Corsa in progressione","4,82","369","00:35:00","146","167","3,1","157","175","7:16","5:39","38","39","0,88","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:18.90","7","0,0","","","","","","","","","00:34:40","00:35:59","221","233"
Corsa,2023-03-06 12:31:37,false,"Olgiate Olona - Ripetute di passo falcato","5,67","445","00:41:33","150","164","3,3","160","198","7:20","4:19","57","58","0,85","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:20.00","25","0,0","","","","","","","","","00:41:15","00:41:33","221","233"
Corsa,2023-03-05 16:32:28,false,"Olgiate Olona - Rigenerante 5k","6,01","439","00:46:23","144","154","2,7","154","165","7:43","6:59","57","58","0,84","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:05.92","8","0,0","","","","","","","","","00:46:22","00:46:23","221","233"
Corsa,2023-03-03 12:43:56,false,"Olgiate Olona - Rigenerante 5k","5,86","433","00:45:44","143","153","2,8","153","163","7:48","7:02","64","65","0,84","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:08.16","8","0,0","","","","","","","","","00:45:41","00:45:44","221","233"
Corsa,2023-03-02 13:14:21,false,"Olgiate Olona - Ripetute fine corsa","2,63","210","00:18:52","157","171","2,9","154","199","7:10","3:37","10","8","0,91","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:11.66","19","0,0","","","","","","","","","00:18:51","00:18:52","221","233"
Corsa,2023-03-02 12:43:26,false,"Olgiate Olona - Corsa facile","4,10","306","00:30:00","148","162","2,8","155","170","7:20","6:15","35","36","0,88","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:54.70","6","0,0","","","","","","","","","00:29:59","00:30:00","221","233"
Corsa,2023-02-27 12:34:23,false,"Olgiate Olona - Corsa facile","4,21","320","00:30:00","148","159","3,0","161","170","7:08","5:56","48","48","0,87","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:13.41","6","0,0","","","","","","","","","00:29:59","00:30:00","221","233"
Corsa,2023-02-25 18:10:06,false,"Olgiate Olona - Ripetute fine corsa","1,91","149","00:12:43","157","171","2,5","161","195","6:40","3:36","8","9","0,93","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:13.42","15","0,0","","","","","","","","","00:12:43","00:12:43","221","233"
Corsa,2023-02-25 17:17:42,false,"Olgiate Olona - Corsa facile","6,64","500","00:50:00","146","154","3,0","161","170","7:31","6:43","73","75","0,83","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:46.99","9","0,0","","","","","","","","","00:49:56","00:50:00","221","233"
Corsa,2023-02-23 18:33:32,false,"Olgiate Olona - Ripetute di passo falcato","4,31","332","00:29:49","150","169","3,3","165","200","6:55","3:36","16","16","0,87","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:20.00","21","0,0","","","","","","","","","00:29:48","00:29:49","221","233"
Corsa,2023-02-20 13:18:53,false,"Olgiate Olona - Corsa facile","5,27","393","00:40:00","145","157","2,8","160","168","7:35","5:31","12","11","0,82","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:30.49","7","0,0","","","","","","","","","00:39:55","00:40:00","227","239"
Corsa,2023-02-18 18:09:32,false,"Olgiate Olona Corsa","5,08","396","00:34:18","156","165","3,3","163","173","6:45","6:11","64","59","0,91","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:33.86","6","0,0","","","","","","","","","00:34:17","00:34:18","221","233"
Corsa,2023-02-18 17:59:27,false,"Olgiate Olona - Gara di riferimento","1,44","105","00:09:00","148","162","2,3","169","181","6:14","5:23","6","13","0,95","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:00.00","3","0,0","","","","","","","","","00:09:00","00:09:00","224","232"
Esercizio di Respirazione,2023-02-16 20:58:15,false,"Relax e concentraz.","","","00:02:31,0","80","88","0,0","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.100","42","0,0","4","4","4","14","57","71","57","71","00:00:00","00:02:31,0","",""
Corsa,2023-02-16 13:20:20,false,"Defaticamento","0,69","75","00:07:07,7","145","158","1,6","111","163","10:15","7:07","2","2","0,88","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","07:07.67","1","0,0","","","","","","","","","00:05:33","00:07:07,7","229","233"
Corsa,2023-02-16 12:47:28,false,"Fondo medio veloce","5,04","384","00:30:54","162","174","3,9","167","178","6:08","5:24","29","29","0,98","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:21.48","6","0,0","","","","","","","","","00:30:51","00:30:54","223","232"
Corsa,2023-02-13 12:52:33,false,"Olgiate Olona Corsa","5,01","387","00:34:27","157","182","3,5","158","209","6:52","2:47","4","3","0,91","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:10.85","8","0,0","","","","","","","","","00:33:39","00:34:27","223","232"
Corsa,2023-02-11 17:40:45,false,"Olgiate Olona Corsa","7,07","532","00:51:43","148","165","3,2","161","168","7:19","6:38","28","30","0,85","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:35.18","8","0,0","","","","","","","","","00:51:41","00:51:44","223","232"
Corsa,2023-02-09 12:47:24,false,"Olgiate Olona Corsa","5,03","378","00:30:50","156","171","3,7","165","177","6:08","5:12","28","27","0,99","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:13.49","6","0,0","","","","","","","","","00:30:47","00:30:50","224","232"
Corsa,2023-02-07 12:37:27,false,"Olgiate Olona Corsa","5,02","383","00:36:42","150","164","3,1","161","171","7:19","6:38","28","30","0,85","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:11.76","6","0,0","","","","","","","","","00:36:41","00:36:42","221","233"
Corsa,2023-02-03 12:33:33,false,"Olgiate Olona Corsa","5,02","374","00:36:58","145","163","2,9","159","165","7:22","6:38","28","27","0,86","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:11.31","6","0,0","","","","","","","","","00:36:57","00:36:58","221","234"
Corsa,2023-02-01 17:44:36,false,"Olgiate Olona Corsa","7,25","558","00:52:10","150","164","3,4","160","172","7:12","6:24","72","74","0,87","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:31.55","9","0,0","","","","","","","","","00:51:56","00:52:12","221","233"
Corsa,2023-01-30 12:31:55,false,"Olgiate Olona Corsa","6,20","461","00:44:31","145","155","3,1","162","244","7:11","6:37","39","39","0,86","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:22.85","7","0,0","","","","","","","","","00:44:30","00:44:31","221","233"
Corsa,2023-01-28 16:47:49,false,"Olgiate Olona Corsa","2,81","210","00:20:46","140","147","2,3","162","170","7:23","6:37","8","8","0,84","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","06:02.82","3","0,0","","","","","","","","","00:20:44","00:20:46","224","232"
Corsa,2023-01-24 12:32:05,false,"Olgiate Olona - Base","5,09","406","00:34:53","161","172","3,3","162","234","6:51","5:19","39","41","0,90","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:52.65","6","0,0","","","","","","","","","00:34:51","00:34:53","221","233"
Corsa,2023-01-22 10:37:38,false,"Olgiate Olona Corsa","5,89","440","00:33:32","167","185","4,4","170","207","5:41","2:52","64","64","1,03","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:03.84","6","0,0","","","","","","","","","00:33:31","00:33:32","221","233"
Corsa,2023-01-19 12:29:51,false,"Olgiate Olona Corsa","5,13","387","00:29:56","164","186","4,2","175","189","5:50","4:25","35","37","0,98","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:46.66","6","0,0","","","","","","","","","00:29:55","00:29:56","221","233"
Corsa,2023-01-16 18:51:35,false,"Olgiate Olona Corsa","5,10","387","00:30:05","161","188","4,2","168","191","5:54","3:43","43","42","1,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:57.00","6","0,0","","","","","","","","","00:29:15","00:30:05","221","233"
Corsa,2023-01-14 09:49:31,false,"Olgiate Olona Corsa","5,65","450","00:37:21","156","172","3,8","161","175","6:37","5:54","48","47","0,94","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:52.06","6","0,0","","","","","","","","","00:36:24","00:37:21","221","233"
Corsa,2023-01-10 12:37:38,false,"Olgiate Olona Corsa","5,30","427","00:35:35","159","175","3,8","160","177","6:43","5:52","59","60","0,93","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:31.14","6","0,0","","","","","","","","","00:34:52","00:35:35","221","233"
Camminata,2023-01-05 14:29:38,false,"Casargo Camminata","1,54","199","00:41:09","104","123","0,5","54","160","26:43","11:40","125","","0,70","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","15:06.17","2","0,0","","","","","","","","","00:24:12","00:41:09","1.354","1.482"
Corsa,2023-01-04 17:55:01,false,"Olgiate Olona Corsa","7,20","562","00:46:36","157","177","4,2","165","185","6:28","4:46","70","70","0,93","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:49.13","8","0,0","","","","","","","","","00:45:49","00:46:36","221","233"
Corsa,2023-01-01 12:04:11,false,"Olgiate Olona Corsa","6,26","497","00:45:16","145","160","3,4","151","175","7:14","5:57","59","60","0,92","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:45.46","7","0,0","","","","","","","","","00:42:17","00:45:16","221","233"
Corsa,2022-12-28 10:10:45,false,"Faenza Corsa","5,78","469","00:44:12","143","159","3,2","148","172","7:39","5:20","22","18","0,88","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","06:11.47","6","0,0","","","","","","","","","00:41:40","00:44:12","26","42"
Corsa,2022-12-26 16:59:28,false,"Faenza - Run Walk Run®","6,21","498","00:46:04","148","167","3,3","147","183","7:25","4:55","19","21","0,92","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:12.16","8","0,0","","","","","","","","","00:44:09","00:46:14","29","43"
Corsa,2022-12-24 15:46:55,false,"Olgiate Olona Corsa","7,16","560","00:46:14","158","175","4,1","162","175","6:28","4:47","29","29","0,96","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:18.33","8","0,0","","","","","","","","","00:45:33","00:46:14","223","232"
Corsa,2022-12-22 12:42:24,false,"Olgiate Olona Corsa","5,21","404","00:33:20","154","184","3,7","158","183","6:24","5:11","23","23","0,98","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:43.39","6","0,0","","","","","","","","","00:32:03","00:33:20","224","232"
Corsa,2022-12-19 13:07:34,false,"Olgiate Olona Corsa","0,73","57","00:05:01,4","153","171","1,6","144","183","6:55","2:43","","","1,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:01.37","1","0,0","","","","","","","","","00:05:01","00:05:01,4","229","232"
Corsa,2022-12-19 12:56:52,false,"Olgiate Olona - Gara di riferimento","1,34","96","00:09:00","133","151","2,1","144","172","6:43","4:59","","","1,02","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:00.00","3","0,0","","","","","","","","","00:08:59","00:09:00","229","232"
Corsa,2022-12-18 10:00:58,false,"Olgiate Olona Corsa","5,16","404","00:34:03","155","171","3,5","153","168","6:36","5:32","33","33","1,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:28.02","6","0,0","","","","","","","","","00:33:27","00:34:03","221","233"
Corsa,2022-12-16 12:44:05,false,"Olgiate Olona Corsa","5,10","428","00:35:59","158","174","3,6","145","166","7:04","5:35","36","24","0,98","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:24.48","6","0,0","","","","","","","","","00:33:33","00:35:59","221","243"
Corsa,2022-12-14 16:32:28,false,"Olgiate Olona Corsa","6,72","540","00:50:17","149","167","3,4","149","164","7:29","5:52","45","45","0,89","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","06:20.29","7","0,0","","","","","","","","","00:48:26","00:50:17","221","234"
Corsa,2022-12-12 12:39:49,false,"Olgiate Olona Corsa","5,21","409","00:40:39","142","168","3,1","137","168","7:49","6:06","36","36","0,94","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:42.48","6","0,0","","","","","","","","","00:36:59","00:40:39","221","233"
Corsa,2022-12-10 11:28:53,false,"Olgiate Olona Corsa","6,09","474","00:44:03","146","161","3,2","153","166","7:14","6:17","54","54","0,90","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:45.53","7","0,0","","","","","","","","","00:43:21","00:44:03","221","233"
Corsa,2022-12-08 17:04:11,false,"Olgiate Olona Corsa","7,11","574","00:52:27","150","164","3,5","153","166","7:23","6:35","49","47","0,89","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:14.87","8","0,0","","","","","","","","","00:51:34","00:52:27","221","233"
Corsa,2022-12-06 20:29:14,false,"Olgiate Olona Corsa","6,44","514","00:44:42","155","176","3,6","153","189","6:56","3:27","37","39","0,94","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:44.84","7","0,0","","","","","","","","","00:43:41","00:44:42","221","233"
Corsa,2022-12-05 12:50:09,false,"Olgiate Olona Corsa","3,92","325","00:28:46","151","169","3,1","143","165","7:20","6:15","49","36","0,95","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","06:30.93","4","0,0","","","","","","","","","00:26:54","00:28:46","224","244"
Corsa,2022-11-30 12:51:43,false,"Olgiate Olona Corsa","4,46","357","00:33:18","149","167","3,1","147","168","7:28","6:35","48","49","0,91","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:51.30","5","0,0","","","","","","","","","00:32:16","00:33:18","221","233"
Corsa,2022-11-28 12:30:40,false,"Olgiate Olona Corsa","5,08","391","00:37:38","146","162","2,9","150","163","7:25","6:13","54","54","0,91","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:20.95","6","0,0","","","","","","","","","00:37:01","00:37:38","221","233"
Corsa,2022-11-26 11:06:02,false,"Faenza Corsa","5,46","447","00:40:56","151","163","3,1","146","166","7:30","4:59","21","19","0,91","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:32.56","6","0,0","","","","","","","","","00:39:33","00:40:56","26","42"
Corsa,2022-11-24 18:25:20,false,"Olgiate Olona Corsa","5,54","426","00:40:42","143","167","3,1","153","165","7:21","5:58","75","74","0,89","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:46.47","6","0,0","","","","","","","","","00:39:27","00:40:42","221","233"
Corsa,2022-11-22 12:43:12,false,"Olgiate Olona Corsa","5,15","417","00:35:07","157","175","3,5","156","166","6:49","4:57","76","84","0,94","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:29.24","6","0,0","","","","","","","","","00:34:47","00:35:07","221","232"
Corsa,2022-11-20 11:30:23,false,"Olgiate Olona Corsa","5,13","408","00:34:54","152","169","3,4","154","168","6:48","5:04","67","67","0,95","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:23.69","6","0,0","","","","","","","","","00:33:51","00:34:54","221","234"
Corsa,2022-11-18 12:37:52,false,"Olgiate Olona Corsa","5,51","434","00:34:45","163","178","3,7","159","171","6:18","4:53","65","66","1,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:49.76","6","0,0","","","","","","","","","00:34:38","00:34:45","221","233"
Corsa,2022-11-16 18:20:21,false,"Olgiate Olona Corsa","5,45","450","00:40:30","147","164","3,3","152","166","7:26","6:38","39","47","0,88","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:29.27","6","0,0","","","","","","","","","00:39:00","00:40:30","221","233"
Corsa,2022-11-14 12:35:54,false,"Olgiate Olona Corsa","5,43","441","00:38:12","157","173","3,4","151","163","7:02","5:54","25","33","0,94","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:56.34","6","0,0","","","","","","","","","00:37:31","00:38:12","221","233"
Corsa,2022-11-11 12:37:38,false,"Olgiate Olona Corsa","5,10","418","00:33:17","161","179","3,7","147","165","6:32","4:55","31","38","1,04","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:42.61","6","0,0","","","","","","","","","00:31:54","00:33:17","221","232"
Cardio,2022-11-09 12:51:19,false,"Cardio","0,00","127","00:13:00","127","145","2,0","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","12:59.88","1","0,0","","","","","","","","","00:00:00","00:13:00","",""
Corsa,2022-11-07 13:01:52,false,"Olgiate Olona Corsa","3,11","254","00:19:01","168","183","3,4","148","167","6:07","4:43","28","25","1,10","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:05.46","4","0,0","","","","","","","","","00:18:31","00:19:01","221","234"
Corsa,2022-11-05 16:47:27,false,"Olgiate Olona Corsa","6,54","555","00:46:11","160","182","3,8","146","202","7:03","2:44","49","58","0,98","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:33.30","7","0,0","","","","","","","","","00:45:48","00:46:11","221","233"
Corsa,2022-11-02 18:09:43,false,"Olgiate Olona Corsa","4,30","363","00:31:38","152","165","3,1","145","157","7:22","6:17","48","38","0,93","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:20.16","5","0,0","","","","","","","","","00:31:19","00:31:38","221","233"
Camminata,2022-10-28 17:53:50,false,"Olgiate Olona Camminata","1,26","80","00:13:50","104","112","0,4","106","130","11:01","8:43","4","2","0,86","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:49.68","2","0,0","","","","","","","","","00:12:50","00:13:50","229","238"
Camminata,2022-10-27 13:06:44,false,"Olgiate Olona Camminata","1,31","92","00:16:25","103","112","0,5","100","160","12:30","9:39","11","1","0,80","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:36.17","2","0,0","","","","","","","","","00:15:05","00:16:25","229","242"
Corsa,2022-10-21 12:42:16,false,"Olgiate Olona Corsa","3,13","261","00:18:57","169","184","3,5","148","244","6:03","5:13","2","6","1,10","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","01:52.40","4","0,0","","","","","","","","","00:18:24","00:18:57","222","232"
Corsa,2022-10-19 18:50:08,false,"Olgiate Olona Corsa","6,09","500","00:46:39","148","162","3,2","139","159","7:40","6:26","58","59","0,94","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:54.00","7","0,0","","","","","","","","","00:43:43","00:46:39","221","233"
